员工号,航段次序,航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,实际资格
B0010,48,9762,FB627,8/8/2019,0.697916667,TGD,8/8/2019,0.770833333,C
B0058,48,9762,FB627,8/8/2019,0.697916667,TGD,8/8/2019,0.770833333,F
B0010,49,12745,FB270,8/8/2019,0.819444444,FBX,8/8/2019,0.892361111,C
B0058,49,12745,FB270,8/8/2019,0.819444444,FBX,8/8/2019,0.892361111,F
B0010,50,1526,FB401,8/9/2019,0.326388889,TGD,8/9/2019,0.371527778,C
B0058,50,1526,FB401,8/9/2019,0.326388889,TGD,8/9/2019,0.371527778,F
B0010,51,3725,FB604,8/9/2019,0.413194444,XMH,8/9/2019,0.482638889,C
B0058,51,3725,FB604,8/9/2019,0.413194444,XMH,8/9/2019,0.482638889,F
B0010,52,5631,FB775,8/9/2019,0.496527778,HOM,8/9/2019,0.576388889,C
B0058,52,5631,FB775,8/9/2019,0.496527778,HOM,8/9/2019,0.576388889,F
B0010,53,8735,FB88,8/9/2019,0.649305556,MMY,8/9/2019,0.767361111,C
B0058,53,8735,FB88,8/9/2019,0.649305556,MMY,8/9/2019,0.767361111,F
B0010,54,12279,FB630,8/9/2019,0.802083333,XSJ,8/9/2019,0.878472222,C
B0058,54,12279,FB630,8/9/2019,0.802083333,XSJ,8/9/2019,0.878472222,F
B0010,55,13797,FB84,8/9/2019,0.892361111,NOU,8/9/2019,0.958333333,C
B0058,55,13797,FB84,8/9/2019,0.892361111,NOU,8/9/2019,0.958333333,F
B0010,56,439,FB51,8/10/2019,0.291666667,TGD,8/10/2019,0.354166667,C
B0058,56,439,FB51,8/10/2019,0.291666667,TGD,8/10/2019,0.354166667,F
B0010,57,2597,FB384,8/10/2019,0.364583333,YKJ,8/10/2019,0.420138889,C
B0058,57,2597,FB384,8/10/2019,0.364583333,YKJ,8/10/2019,0.420138889,F
B0010,58,4408,FB1734,8/10/2019,0.444444444,SXA,8/10/2019,0.53125,C
B0058,58,4408,FB1734,8/10/2019,0.444444444,SXA,8/10/2019,0.53125,F
B0010,59,6317,FB796,8/10/2019,0.520833333,SHO,8/10/2019,0.586805556,C
B0058,59,6317,FB796,8/10/2019,0.520833333,SHO,8/10/2019,0.586805556,F
B0010,60,12868,FB270,8/10/2019,0.822916667,FBX,8/10/2019,0.895833333,C
B0058,60,12868,FB270,8/10/2019,0.822916667,FBX,8/10/2019,0.895833333,F
B0010,61,13920,FB1106,8/10/2019,0.916666667,TUK,8/10/2019,0.993055556,C
B0058,61,13920,FB1106,8/10/2019,0.916666667,TUK,8/10/2019,0.993055556,F
B0010,62,13931,FB999,8/10/2019,0.954861111,TGD,8/11/2019,0.0659722222,C
B0058,62,13931,FB999,8/10/2019,0.954861111,TGD,8/11/2019,0.0659722222,F
B0010,63,180,FB985,8/11/2019,0.267361111,TGD,8/11/2019,0.3125,C
B0058,63,180,FB985,8/11/2019,0.267361111,TGD,8/11/2019,0.3125,F
B0010,64,2561,FB1203,8/11/2019,0.364583333,FBX,8/11/2019,0.4375,C
B0058,64,2561,FB1203,8/11/2019,0.364583333,FBX,8/11/2019,0.4375,F
B0010,65,4440,FB748,8/11/2019,0.444444444,GOQ,8/11/2019,0.489583333,C
B0058,65,4440,FB748,8/11/2019,0.444444444,GOQ,8/11/2019,0.489583333,F
B0010,66,10681,FB538,8/11/2019,0.736111111,OAX,8/11/2019,0.791666667,C
B0058,66,10681,FB538,8/11/2019,0.736111111,OAX,8/11/2019,0.791666667,F
B0010,67,12938,FB511,8/11/2019,0.829861111,HOM,8/11/2019,0.875,C
B0058,67,12938,FB511,8/11/2019,0.829861111,HOM,8/11/2019,0.875,F
B0010,68,1101,FB14,8/12/2019,0.3125,HOM,8/12/2019,0.364583333,C
B0058,68,1101,FB14,8/12/2019,0.3125,HOM,8/12/2019,0.364583333,F
B0010,69,3601,FB534,8/12/2019,0.40625,OAX,8/12/2019,0.461805556,C
B0058,69,3601,FB534,8/12/2019,0.40625,OAX,8/12/2019,0.461805556,F
B0010,70,6176,FB90,8/12/2019,0.513888889,HUK,8/12/2019,0.635416667,C
B0058,70,6176,FB90,8/12/2019,0.513888889,HUK,8/12/2019,0.635416667,F
B0010,71,8050,FB645,8/12/2019,0.618055556,TGD,8/12/2019,0.6875,C
B0058,71,8050,FB645,8/12/2019,0.618055556,TGD,8/12/2019,0.6875,F
B0010,72,9741,FB388,8/12/2019,0.697916667,YKJ,8/12/2019,0.760416667,C
B0058,72,9741,FB388,8/12/2019,0.697916667,YKJ,8/12/2019,0.760416667,F
B0010,73,11799,FB1272,8/12/2019,0.784722222,NOU,8/12/2019,0.868055556,C
B0058,73,11799,FB1272,8/12/2019,0.784722222,NOU,8/12/2019,0.868055556,F
B0010,74,1106,FB402,8/13/2019,0.3125,AXO,8/13/2019,0.357638889,C
B0058,74,1106,FB402,8/13/2019,0.3125,AXO,8/13/2019,0.357638889,F
B0011,1,1952,FB602,8/1/2019,0.336805556,XMH,8/1/2019,0.40625,C
B0059,1,1952,FB602,8/1/2019,0.336805556,XMH,8/1/2019,0.40625,F
B0011,2,5623,FB775,8/1/2019,0.496527778,HOM,8/1/2019,0.576388889,C
B0059,2,5623,FB775,8/1/2019,0.496527778,HOM,8/1/2019,0.576388889,F
B0011,3,8720,FB574,8/1/2019,0.649305556,WXJ,8/1/2019,0.729166667,C
B0059,3,8720,FB574,8/1/2019,0.649305556,WXJ,8/1/2019,0.729166667,F
B0011,4,12263,FB630,8/1/2019,0.802083333,XSJ,8/1/2019,0.878472222,C
B0059,4,12263,FB630,8/1/2019,0.802083333,XSJ,8/1/2019,0.878472222,F
B0011,5,13789,FB84,8/1/2019,0.892361111,NOU,8/1/2019,0.958333333,C
B0059,5,13789,FB84,8/1/2019,0.892361111,NOU,8/1/2019,0.958333333,F
B0011,6,13923,FB999,8/1/2019,0.954861111,TGD,8/2/2019,0.0659722222,C
B0059,6,13923,FB999,8/1/2019,0.954861111,TGD,8/2/2019,0.0659722222,F
B0011,7,48,FB1000,8/2/2019,0.149305556,SXA,8/2/2019,0.246527778,C
B0059,7,48,FB1000,8/2/2019,0.149305556,SXA,8/2/2019,0.246527778,F
B0011,8,1428,FB692,8/2/2019,0.319444444,BCJ,8/2/2019,0.388888889,C
B0059,8,1428,FB692,8/2/2019,0.319444444,BCJ,8/2/2019,0.388888889,F
B0011,9,3560,FB703,8/2/2019,0.40625,GKS,8/2/2019,0.479166667,C
B0059,9,3560,FB703,8/2/2019,0.40625,GKS,8/2/2019,0.479166667,F
B0011,10,5559,FB590,8/2/2019,0.493055556,MYJ,8/2/2019,0.555555556,C
B0059,10,5559,FB590,8/2/2019,0.493055556,MYJ,8/2/2019,0.555555556,F
B0011,11,8638,FB68,8/2/2019,0.645833333,NOU,8/2/2019,0.711805556,C
B0059,11,8638,FB68,8/2/2019,0.645833333,NOU,8/2/2019,0.711805556,F
B0011,12,12135,FB476,8/2/2019,0.798611111,SXA,8/2/2019,0.902777778,C
B0059,12,12135,FB476,8/2/2019,0.798611111,SXA,8/2/2019,0.902777778,F
B0011,13,1838,FB460,8/3/2019,0.333333333,SXA,8/3/2019,0.434027778,C
B0059,13,1838,FB460,8/3/2019,0.333333333,SXA,8/3/2019,0.434027778,F
B0011,14,4233,FB1605,8/3/2019,0.434027778,HOM,8/3/2019,0.465277778,C
B0059,14,4233,FB1605,8/3/2019,0.434027778,HOM,8/3/2019,0.465277778,F
B0011,15,6960,FB64,8/3/2019,0.552083333,NOU,8/3/2019,0.618055556,C
B0059,15,6960,FB64,8/3/2019,0.552083333,NOU,8/3/2019,0.618055556,F
B0011,16,8808,FB610,8/3/2019,0.652777778,XMH,8/3/2019,0.722222222,C
B0059,16,8808,FB610,8/3/2019,0.652777778,XMH,8/3/2019,0.722222222,F
B0011,17,11437,FB495,8/3/2019,0.767361111,TGD,8/3/2019,0.819444444,C
B0059,17,11437,FB495,8/3/2019,0.767361111,TGD,8/3/2019,0.819444444,F
B0011,18,13649,FB416,8/3/2019,0.871527778,HOM,8/3/2019,0.930555556,C
B0059,18,13649,FB416,8/3/2019,0.871527778,HOM,8/3/2019,0.930555556,F
B0011,19,433,FB51,8/4/2019,0.291666667,TGD,8/4/2019,0.354166667,C
B0059,19,433,FB51,8/4/2019,0.291666667,TGD,8/4/2019,0.354166667,F
B0011,20,2664,FB747,8/4/2019,0.371527778,TGD,8/4/2019,0.409722222,C
B0059,20,2664,FB747,8/4/2019,0.371527778,TGD,8/4/2019,0.409722222,F
B0011,21,4715,FB462,8/4/2019,0.454861111,SXA,8/4/2019,0.5625,C
B0059,21,4715,FB462,8/4/2019,0.454861111,SXA,8/4/2019,0.5625,F
B0011,22,6509,FB398,8/4/2019,0.534722222,UYS,8/4/2019,0.579861111,C
B0059,22,6509,FB398,8/4/2019,0.534722222,UYS,8/4/2019,0.579861111,F
B0011,23,9411,FB658,8/4/2019,0.677083333,SXJ,8/4/2019,0.732638889,C
B0059,23,9411,FB658,8/4/2019,0.677083333,SXJ,8/4/2019,0.732638889,F
B0011,24,12679,FB687,8/4/2019,0.815972222,TGD,8/4/2019,0.875,C
B0059,24,12679,FB687,8/4/2019,0.815972222,TGD,8/4/2019,0.875,F
B0011,25,917,FB651,8/5/2019,0.309027778,TGD,8/5/2019,0.361111111,C
B0059,25,917,FB651,8/5/2019,0.309027778,TGD,8/5/2019,0.361111111,F
B0011,26,3469,FB585,8/5/2019,0.402777778,TGD,8/5/2019,0.461805556,C
B0059,26,3469,FB585,8/5/2019,0.402777778,TGD,8/5/2019,0.461805556,F
B0011,27,5447,FB1748,8/5/2019,0.489583333,HUK,8/5/2019,0.59375,C
B0059,27,5447,FB1748,8/5/2019,0.489583333,HUK,8/5/2019,0.59375,F
B0011,28,7940,FB1141,8/5/2019,0.611111111,HOM,8/5/2019,0.690972222,C
B0059,28,7940,FB1141,8/5/2019,0.611111111,HOM,8/5/2019,0.690972222,F
B0011,29,10624,FB264,8/5/2019,0.732638889,FBX,8/5/2019,0.809027778,C
B0059,29,10624,FB264,8/5/2019,0.732638889,FBX,8/5/2019,0.809027778,F
B0011,30,12800,FB529,8/5/2019,0.819444444,HOM,8/5/2019,0.868055556,C
B0059,30,12800,FB529,8/5/2019,0.819444444,HOM,8/5/2019,0.868055556,F
B0011,31,471,FB94,8/6/2019,0.291666667,HOM,8/6/2019,0.340277778,C
B0059,31,471,FB94,8/6/2019,0.291666667,HOM,8/6/2019,0.340277778,F
B0011,32,3130,FB523,8/6/2019,0.385416667,HOM,8/6/2019,0.434027778,C
B0059,32,3130,FB523,8/6/2019,0.385416667,HOM,8/6/2019,0.434027778,F
B0011,33,6418,FB656,8/6/2019,0.524305556,SXJ,8/6/2019,0.579861111,C
B0059,33,6418,FB656,8/6/2019,0.524305556,SXJ,8/6/2019,0.579861111,F
B0011,34,8518,FB697,8/6/2019,0.642361111,TGD,8/6/2019,0.708333333,C
B0059,34,8518,FB697,8/6/2019,0.642361111,TGD,8/6/2019,0.708333333,F
B0011,35,11160,FB657,8/6/2019,0.753472222,TGD,8/6/2019,0.805555556,C
B0059,35,11160,FB657,8/6/2019,0.753472222,TGD,8/6/2019,0.805555556,F
B0011,36,13794,FB84,8/6/2019,0.892361111,NOU,8/6/2019,0.958333333,C
B0059,36,13794,FB84,8/6/2019,0.892361111,NOU,8/6/2019,0.958333333,F
B0011,37,13927,FB999,8/6/2019,0.954861111,TGD,8/7/2019,0.0659722222,C
B0059,37,13927,FB999,8/6/2019,0.954861111,TGD,8/7/2019,0.0659722222,F
B0011,38,52,FB1000,8/7/2019,0.149305556,SXA,8/7/2019,0.246527778,C
B0059,38,52,FB1000,8/7/2019,0.149305556,SXA,8/7/2019,0.246527778,F
B0011,39,1438,FB692,8/7/2019,0.319444444,BCJ,8/7/2019,0.388888889,C
B0059,39,1438,FB692,8/7/2019,0.319444444,BCJ,8/7/2019,0.388888889,F
B0011,40,3565,FB703,8/7/2019,0.40625,GKS,8/7/2019,0.479166667,C
B0059,40,3565,FB703,8/7/2019,0.40625,GKS,8/7/2019,0.479166667,F
B0011,41,5564,FB590,8/7/2019,0.493055556,MYJ,8/7/2019,0.555555556,C
B0059,41,5564,FB590,8/7/2019,0.493055556,MYJ,8/7/2019,0.555555556,F
B0011,42,8648,FB68,8/7/2019,0.645833333,NOU,8/7/2019,0.711805556,C
B0059,42,8648,FB68,8/7/2019,0.645833333,NOU,8/7/2019,0.711805556,F
B0011,43,12145,FB476,8/7/2019,0.798611111,SXA,8/7/2019,0.902777778,C
B0059,43,12145,FB476,8/7/2019,0.798611111,SXA,8/7/2019,0.902777778,F
B0011,44,1858,FB460,8/8/2019,0.333333333,SXA,8/8/2019,0.434027778,C
B0059,44,1858,FB460,8/8/2019,0.333333333,SXA,8/8/2019,0.434027778,F
B0011,45,4238,FB1605,8/8/2019,0.434027778,HOM,8/8/2019,0.465277778,C
B0059,45,4238,FB1605,8/8/2019,0.434027778,HOM,8/8/2019,0.465277778,F
B0011,46,6944,FB565,8/8/2019,0.548611111,TGD,8/8/2019,0.607638889,C
B0059,46,6944,FB565,8/8/2019,0.548611111,TGD,8/8/2019,0.607638889,F
B0011,47,8813,FB610,8/8/2019,0.652777778,XMH,8/8/2019,0.722222222,C
B0059,47,8813,FB610,8/8/2019,0.652777778,XMH,8/8/2019,0.722222222,F
B0011,48,11442,FB495,8/8/2019,0.767361111,TGD,8/8/2019,0.819444444,C
B0059,48,11442,FB495,8/8/2019,0.767361111,TGD,8/8/2019,0.819444444,F
B0011,49,13654,FB416,8/8/2019,0.871527778,HOM,8/8/2019,0.930555556,C
B0059,49,13654,FB416,8/8/2019,0.871527778,HOM,8/8/2019,0.930555556,F
B0011,50,13929,FB999,8/8/2019,0.954861111,TGD,8/9/2019,0.0659722222,C
B0059,50,13929,FB999,8/8/2019,0.954861111,TGD,8/9/2019,0.0659722222,F
B0011,51,54,FB1000,8/9/2019,0.149305556,SXA,8/9/2019,0.246527778,C
B0059,51,54,FB1000,8/9/2019,0.149305556,SXA,8/9/2019,0.246527778,F
B0011,52,1442,FB692,8/9/2019,0.319444444,BCJ,8/9/2019,0.388888889,C
B0059,52,1442,FB692,8/9/2019,0.319444444,BCJ,8/9/2019,0.388888889,F
B0011,53,3567,FB703,8/9/2019,0.40625,GKS,8/9/2019,0.479166667,C
B0059,53,3567,FB703,8/9/2019,0.40625,GKS,8/9/2019,0.479166667,F
B0011,54,5566,FB590,8/9/2019,0.493055556,MYJ,8/9/2019,0.555555556,C
B0059,54,5566,FB590,8/9/2019,0.493055556,MYJ,8/9/2019,0.555555556,F
B0011,55,8652,FB68,8/9/2019,0.645833333,NOU,8/9/2019,0.711805556,C
B0059,55,8652,FB68,8/9/2019,0.645833333,NOU,8/9/2019,0.711805556,F
B0011,56,12078,FB38,8/9/2019,0.791666667,HOM,8/9/2019,0.84375,C
B0059,56,12078,FB38,8/9/2019,0.791666667,HOM,8/9/2019,0.84375,F
B0011,57,1287,FB672,8/10/2019,0.315972222,THJ,8/10/2019,0.375,C
B0059,57,1287,FB672,8/10/2019,0.315972222,THJ,8/10/2019,0.375,F
B0011,58,3797,FB734,8/10/2019,0.416666667,UDJ,8/10/2019,0.472222222,C
B0059,58,3797,FB734,8/10/2019,0.416666667,UDJ,8/10/2019,0.472222222,F
B0011,59,6276,FB646,8/10/2019,0.517361111,XMJ,8/10/2019,0.590277778,C
B0059,59,6276,FB646,8/10/2019,0.517361111,XMJ,8/10/2019,0.590277778,F
B0011,60,8007,FB592,8/10/2019,0.611111111,MYJ,8/10/2019,0.673611111,C
B0059,60,8007,FB592,8/10/2019,0.611111111,MYJ,8/10/2019,0.673611111,F
B0011,61,13357,FB688,8/10/2019,0.847222222,THJ,8/10/2019,0.909722222,C
B0059,61,13357,FB688,8/10/2019,0.847222222,THJ,8/10/2019,0.909722222,F
B0011,62,138,FB239,8/11/2019,0.267361111,TGD,8/11/2019,0.34375,C
B0059,62,138,FB239,8/11/2019,0.267361111,TGD,8/11/2019,0.34375,F
B0011,63,2109,FB791,8/11/2019,0.34375,TGD,8/11/2019,0.409722222,C
B0059,63,2109,FB791,8/11/2019,0.34375,TGD,8/11/2019,0.409722222,F
B0011,64,4947,FB1867,8/11/2019,0.461805556,XMJ,8/11/2019,0.527777778,C
B0059,64,4947,FB1867,8/11/2019,0.461805556,XMJ,8/11/2019,0.527777778,F
B0011,65,7358,FB67,8/11/2019,0.583333333,TGD,8/11/2019,0.649305556,C
B0059,65,7358,FB67,8/11/2019,0.583333333,TGD,8/11/2019,0.649305556,F
B0011,66,9765,FB627,8/11/2019,0.697916667,TGD,8/11/2019,0.770833333,C
B0059,66,9765,FB627,8/11/2019,0.697916667,TGD,8/11/2019,0.770833333,F
B0011,67,12746,FB270,8/11/2019,0.819444444,FBX,8/11/2019,0.892361111,C
B0059,67,12746,FB270,8/11/2019,0.819444444,FBX,8/11/2019,0.892361111,F
B0011,68,1529,FB401,8/12/2019,0.326388889,TGD,8/12/2019,0.371527778,C
B0059,68,1529,FB401,8/12/2019,0.326388889,TGD,8/12/2019,0.371527778,F
B0011,69,3876,FB1205,8/12/2019,0.416666667,FBX,8/12/2019,0.486111111,C
B0059,69,3876,FB1205,8/12/2019,0.416666667,FBX,8/12/2019,0.486111111,F
B0011,70,5665,FB1863,8/12/2019,0.496527778,UDJ,8/12/2019,0.618055556,C
B0059,70,5665,FB1863,8/12/2019,0.496527778,UDJ,8/12/2019,0.618055556,F
B0011,71,7864,FB556,8/12/2019,0.604166667,TXD,8/12/2019,0.663194444,C
B0059,71,7864,FB556,8/12/2019,0.604166667,TXD,8/12/2019,0.663194444,F
B0011,72,9909,FB265,8/12/2019,0.708333333,TGD,8/12/2019,0.784722222,C
B0059,72,9909,FB265,8/12/2019,0.708333333,TGD,8/12/2019,0.784722222,F
B0011,73,12050,FB77,8/12/2019,0.791666667,TGD,8/12/2019,0.857638889,C
B0059,73,12050,FB77,8/12/2019,0.791666667,TGD,8/12/2019,0.857638889,F
B0011,74,13658,FB416,8/12/2019,0.871527778,HOM,8/12/2019,0.930555556,C
B0059,74,13658,FB416,8/12/2019,0.871527778,HOM,8/12/2019,0.930555556,F
B0012,1,729,FB652,8/1/2019,0.298611111,SXJ,8/1/2019,0.350694444,C
B0060,1,729,FB652,8/1/2019,0.298611111,SXJ,8/1/2019,0.350694444,F
B0012,2,2940,FB1145,8/1/2019,0.375,HOM,8/1/2019,0.454861111,C
B0060,2,2940,FB1145,8/1/2019,0.375,HOM,8/1/2019,0.454861111,F
B0012,3,4823,FB61,8/1/2019,0.458333333,TGD,8/1/2019,0.527777778,C
B0060,3,4823,FB61,8/1/2019,0.458333333,TGD,8/1/2019,0.527777778,F
B0012,4,7295,FB27,8/1/2019,0.583333333,TGD,8/1/2019,0.628472222,C
B0060,4,7295,FB27,8/1/2019,0.583333333,TGD,8/1/2019,0.628472222,F
B0012,5,9843,FB262,8/1/2019,0.701388889,FBX,8/1/2019,0.777777778,C
B0060,5,9843,FB262,8/1/2019,0.701388889,FBX,8/1/2019,0.777777778,F
B0012,6,11621,FB758,8/1/2019,0.774305556,XMQ,8/1/2019,0.826388889,C
B0060,6,11621,FB758,8/1/2019,0.774305556,XMQ,8/1/2019,0.826388889,F
B0012,7,13606,FB478,8/1/2019,0.868055556,SXA,8/1/2019,0.96875,C
B0060,7,13606,FB478,8/1/2019,0.868055556,SXA,8/1/2019,0.96875,F
B0012,8,75,FB8558,8/2/2019,0.201388889,SXA,8/2/2019,0.291666667,C
B0060,8,75,FB8558,8/2/2019,0.201388889,SXA,8/2/2019,0.291666667,F
B0012,9,5440,FB1606,8/2/2019,0.489583333,XNZ,8/2/2019,0.520833333,C
B0060,9,5440,FB1606,8/2/2019,0.489583333,XNZ,8/2/2019,0.520833333,F
B0012,10,8237,FB69,8/2/2019,0.625,TGD,8/2/2019,0.6875,C
B0060,10,8237,FB69,8/2/2019,0.625,TGD,8/2/2019,0.6875,F
B0012,11,9881,FB388,8/2/2019,0.704861111,YKJ,8/2/2019,0.767361111,C
B0060,11,9881,FB388,8/2/2019,0.704861111,YKJ,8/2/2019,0.767361111,F
B0012,12,12708,FB599,8/2/2019,0.819444444,TGD,8/2/2019,0.878472222,C
B0060,12,12708,FB599,8/2/2019,0.819444444,TGD,8/2/2019,0.878472222,F
B0012,13,99,FB89,8/3/2019,0.256944444,TGD,8/3/2019,0.375,C
B0060,13,99,FB89,8/3/2019,0.256944444,TGD,8/3/2019,0.375,F
B0012,14,2853,FB18,8/3/2019,0.375,HOM,8/3/2019,0.423611111,C
B0060,14,2853,FB18,8/3/2019,0.375,HOM,8/3/2019,0.423611111,F
B0012,15,5133,FB624,8/3/2019,0.475694444,XSJ,8/3/2019,0.548611111,C
B0060,15,5133,FB624,8/3/2019,0.475694444,XSJ,8/3/2019,0.548611111,F
B0012,16,7160,FB666,8/3/2019,0.569444444,GKU,8/3/2019,0.645833333,C
B0060,16,7160,FB666,8/3/2019,0.569444444,GKU,8/3/2019,0.645833333,F
B0012,17,9202,FB320,8/3/2019,0.666666667,OSY,8/3/2019,0.715277778,C
B0060,17,9202,FB320,8/3/2019,0.666666667,OSY,8/3/2019,0.715277778,F
B0012,18,3902,FB20,8/4/2019,0.416666667,HOM,8/4/2019,0.46875,C
B0060,18,3902,FB20,8/4/2019,0.416666667,HOM,8/4/2019,0.46875,F
B0012,19,6361,FB555,8/4/2019,0.520833333,TGD,8/4/2019,0.576388889,C
B0060,19,6361,FB555,8/4/2019,0.520833333,TGD,8/4/2019,0.576388889,F
B0012,20,8278,FB1102,8/4/2019,0.625,OOJ,8/4/2019,0.677083333,C
B0060,20,8278,FB1102,8/4/2019,0.625,OOJ,8/4/2019,0.677083333,F
B0012,21,10662,FB1104,8/4/2019,0.736111111,HWJ,8/4/2019,0.805555556,C
B0060,21,10662,FB1104,8/4/2019,0.736111111,HWJ,8/4/2019,0.805555556,F
B0012,22,6156,FB252,8/5/2019,0.513888889,FBX,8/5/2019,0.590277778,C
B0060,22,6156,FB252,8/5/2019,0.513888889,FBX,8/5/2019,0.590277778,F
B0012,23,7793,FB626,8/5/2019,0.600694444,XSJ,8/5/2019,0.673611111,C
B0060,23,7793,FB626,8/5/2019,0.600694444,XSJ,8/5/2019,0.673611111,F
B0012,24,10941,FB267,8/5/2019,0.75,TGD,8/5/2019,0.833333333,C
B0060,24,10941,FB267,8/5/2019,0.75,TGD,8/5/2019,0.833333333,F
B0012,25,1399,FB601,8/6/2019,0.315972222,TGD,8/6/2019,0.385416667,C
B0060,25,1399,FB601,8/6/2019,0.315972222,TGD,8/6/2019,0.385416667,F
B0012,26,3439,FB383,8/6/2019,0.399305556,TGD,8/6/2019,0.454861111,C
B0060,26,3439,FB383,8/6/2019,0.399305556,TGD,8/6/2019,0.454861111,F
B0012,27,5532,FB1142,8/6/2019,0.493055556,NOU,8/6/2019,0.569444444,C
B0060,27,5532,FB1142,8/6/2019,0.493055556,NOU,8/6/2019,0.569444444,F
B0012,28,7256,FB625,8/6/2019,0.579861111,TGD,8/6/2019,0.649305556,C
B0060,28,7256,FB625,8/6/2019,0.579861111,TGD,8/6/2019,0.649305556,F
B0012,29,8843,FB261,8/6/2019,0.65625,TGD,8/6/2019,0.732638889,C
B0060,29,8843,FB261,8/6/2019,0.65625,TGD,8/6/2019,0.732638889,F
B0012,30,11378,FB685,8/6/2019,0.760416667,TGD,8/6/2019,0.819444444,C
B0060,30,11378,FB685,8/6/2019,0.760416667,TGD,8/6/2019,0.819444444,F
B0012,31,13611,FB478,8/6/2019,0.868055556,SXA,8/6/2019,0.96875,C
B0060,31,13611,FB478,8/6/2019,0.868055556,SXA,8/6/2019,0.96875,F
B0012,32,103,FB89,8/7/2019,0.256944444,TGD,8/7/2019,0.375,C
B0060,32,103,FB89,8/7/2019,0.256944444,TGD,8/7/2019,0.375,F
B0012,33,2865,FB18,8/7/2019,0.375,HOM,8/7/2019,0.423611111,C
B0060,33,2865,FB18,8/7/2019,0.375,HOM,8/7/2019,0.423611111,F
B0012,34,5137,FB624,8/7/2019,0.475694444,XSJ,8/7/2019,0.548611111,C
B0060,34,5137,FB624,8/7/2019,0.475694444,XSJ,8/7/2019,0.548611111,F
B0012,35,7169,FB666,8/7/2019,0.569444444,GKU,8/7/2019,0.645833333,C
B0060,35,7169,FB666,8/7/2019,0.569444444,GKU,8/7/2019,0.645833333,F
B0012,36,9210,FB320,8/7/2019,0.666666667,OSY,8/7/2019,0.715277778,C
B0060,36,9210,FB320,8/7/2019,0.666666667,OSY,8/7/2019,0.715277778,F
B0012,37,3910,FB20,8/8/2019,0.416666667,HOM,8/8/2019,0.46875,C
B0060,37,3910,FB20,8/8/2019,0.416666667,HOM,8/8/2019,0.46875,F
B0012,38,6313,FB796,8/8/2019,0.520833333,SHO,8/8/2019,0.586805556,C
B0060,38,6313,FB796,8/8/2019,0.520833333,SHO,8/8/2019,0.586805556,F
B0012,39,12834,FB273,8/8/2019,0.822916667,TGD,8/8/2019,0.902777778,C
B0060,39,12834,FB273,8/8/2019,0.822916667,TGD,8/8/2019,0.902777778,F
B0012,40,80,FB8558,8/9/2019,0.201388889,SXA,8/9/2019,0.291666667,C
B0060,40,80,FB8558,8/9/2019,0.201388889,SXA,8/9/2019,0.291666667,F
B0012,41,5454,FB1606,8/9/2019,0.489583333,XNZ,8/9/2019,0.520833333,C
B0060,41,5454,FB1606,8/9/2019,0.489583333,XNZ,8/9/2019,0.520833333,F
B0012,42,8244,FB69,8/9/2019,0.625,TGD,8/9/2019,0.6875,C
B0060,42,8244,FB69,8/9/2019,0.625,TGD,8/9/2019,0.6875,F
B0012,43,9851,FB262,8/9/2019,0.701388889,FBX,8/9/2019,0.777777778,C
B0060,43,9851,FB262,8/9/2019,0.701388889,FBX,8/9/2019,0.777777778,F
B0012,44,12047,FB77,8/9/2019,0.791666667,TGD,8/9/2019,0.857638889,C
B0060,44,12047,FB77,8/9/2019,0.791666667,TGD,8/9/2019,0.857638889,F
B0012,45,13655,FB416,8/9/2019,0.871527778,HOM,8/9/2019,0.930555556,C
B0060,45,13655,FB416,8/9/2019,0.871527778,HOM,8/9/2019,0.930555556,F
B0012,46,13930,FB999,8/9/2019,0.954861111,TGD,8/10/2019,0.0659722222,C
B0060,46,13930,FB999,8/9/2019,0.954861111,TGD,8/10/2019,0.0659722222,F
B0012,47,55,FB1000,8/10/2019,0.149305556,SXA,8/10/2019,0.246527778,C
B0060,47,55,FB1000,8/10/2019,0.149305556,SXA,8/10/2019,0.246527778,F
B0012,48,1444,FB692,8/10/2019,0.319444444,BCJ,8/10/2019,0.388888889,C
B0060,48,1444,FB692,8/10/2019,0.319444444,BCJ,8/10/2019,0.388888889,F
B0012,49,3568,FB703,8/10/2019,0.40625,GKS,8/10/2019,0.479166667,C
B0060,49,3568,FB703,8/10/2019,0.40625,GKS,8/10/2019,0.479166667,F
B0012,50,5567,FB590,8/10/2019,0.493055556,MYJ,8/10/2019,0.555555556,C
B0060,50,5567,FB590,8/10/2019,0.493055556,MYJ,8/10/2019,0.555555556,F
B0012,51,8655,FB68,8/10/2019,0.645833333,NOU,8/10/2019,0.711805556,C
B0060,51,8655,FB68,8/10/2019,0.645833333,NOU,8/10/2019,0.711805556,F
B0012,52,12079,FB38,8/10/2019,0.791666667,HOM,8/10/2019,0.84375,C
B0060,52,12079,FB38,8/10/2019,0.791666667,HOM,8/10/2019,0.84375,F
B0012,53,1292,FB672,8/11/2019,0.315972222,THJ,8/11/2019,0.375,C
B0060,53,1292,FB672,8/11/2019,0.315972222,THJ,8/11/2019,0.375,F
B0012,54,3798,FB734,8/11/2019,0.416666667,UDJ,8/11/2019,0.472222222,C
B0060,54,3798,FB734,8/11/2019,0.416666667,UDJ,8/11/2019,0.472222222,F
